time,MF_LF,T_CORI,MF_CORI,RHO_CORI,P_DP
"12:19:09:48,7",52.6491813659668,21.888158798217773,50.624122619628906,1000.286865234375,17.46515464782715
"12:19:09:48,8",52.648399353027344,21.885910034179688,50.62295913696289,1000.2499389648438,17.464677810668945
"12:19:09:48,9",52.64729690551758,21.883665084838867,50.62213897705078,1000.22705078125,17.465730667114258
"12:19:09:48,0",52.645999908447266,21.885910034179688,50.62135314941406,1000.25341796875,17.464628219604492
"12:19:09:48,1",52.64391326904297,21.899402618408203,50.62019729614258,1000.1022338867188,17.4664363861084
"12:19:09:48,2",52.64195251464844,21.899402618408203,50.618892669677734,1000.304443359375,17.465805053710938
"12:19:09:48,3",52.6400032043457,21.892658233642578,50.61763381958008,1000.2587280273438,17.46378517150879
"12:19:09:48,4",52.637733459472656,21.890411376953125,50.616764068603516,1000.16552734375,17.46474266052246
"12:19:09:48,5",52.63509750366211,21.899402618408203,50.61599349975586,1000.2305908203125,17.464826583862305
"12:19:09:48,6",52.63242721557617,21.890411376953125,50.614837646484375,1000.242919921875,17.461299896240234
"12:19:09:48,7",52.630226135253906,21.892658233642578,50.61396408081055,1000.2323608398438,17.4605770111084
"12:19:09:48,8",52.63008499145508,21.892658233642578,50.61302185058594,1000.1268920898438,17.46023941040039
"12:19:09:48,9",52.630008697509766,21.888158798217773,50.61233901977539,1000.2042236328125,17.459901809692383
"12:19:09:48,0",52.628379821777344,21.890411376953125,50.61133575439453,1000.2305908203125,17.461341857910156
"12:19:09:48,2",52.62637710571289,21.8949031829834,50.60984802246094,1000.225341796875,17.460569381713867
"12:19:09:48,3",52.625335693359375,21.883665084838867,50.60869216918945,1000.0653686523438,17.458984375
"12:19:09:48,4",52.62528610229492,21.899402618408203,50.60808181762695,1000.0846557617188,17.456106185913086
"12:19:09:48,5",52.6252555847168,21.908395767211914,50.606990814208984,1000.1075439453125,17.45951271057129
"12:19:09:48,6",52.62495803833008,21.89715003967285,50.6060791015625,1000.2886352539062,17.459203720092773
"12:19:09:48,7",52.62422561645508,21.90614891052246,50.60531997680664,1000.08642578125,17.459543228149414
"12:19:09:48,8",52.623260498046875,21.89715003967285,50.60449981689453,1000.2042236328125,17.455562591552734
"12:19:09:48,9",52.62204360961914,21.892658233642578,50.60377883911133,1000.25341796875,17.450902938842773
"12:19:09:48,0",52.62086868286133,21.892658233642578,50.602821350097656,1000.13037109375,17.45731544494629
"12:19:09:48,1",52.61977767944336,21.892658233642578,50.6018180847168,1000.1672973632812,17.46204948425293
"12:19:09:48,2",52.61849594116211,21.892658233642578,50.60134506225586,1000.14794921875,17.460073471069336
"12:19:09:48,3",52.61716079711914,21.888158798217773,50.60076141357422,1000.05126953125,17.454479217529297
"12:19:09:48,4",52.615909576416016,21.888158798217773,50.599212646484375,1000.23583984375,17.451244354248047
"12:19:09:48,5",52.61484909057617,21.903898239135742,50.598018646240234,1000.0653686523438,17.45587158203125
"12:19:09:48,6",52.613609313964844,21.903898239135742,50.59724044799805,1000.0565795898438,17.456640243530273
"12:19:09:48,7",52.61232376098633,21.91289520263672,50.596466064453125,1000.08642578125,17.458635330200195
"12:19:09:48,8",52.610958099365234,21.901649475097656,50.59569549560547,1000.11279296875,17.461627960205078
"12:19:09:48,9",52.60969924926758,21.892658233642578,50.59478759765625,1000.0969848632812,17.455677032470703
"12:19:09:48,0",52.6085205078125,21.899402618408203,50.59419250488281,1000.09521484375,17.46431541442871
"12:19:09:48,1",52.60723114013672,21.892658233642578,50.59385681152344,1000.07763671875,17.465877532958984
"12:19:09:48,2",52.6061897277832,21.903898239135742,50.59263610839844,1000.1672973632812,17.465898513793945
"12:19:09:48,3",52.60490036010742,21.899402618408203,50.591590881347656,1000.1339111328125,17.457748413085938
"12:19:09:48,4",52.60353088378906,21.888158798217773,50.59052276611328,1000.0969848632812,17.45602035522461
"12:19:09:48,5",52.60251235961914,21.892658233642578,50.589839935302734,1000.1005249023438,17.454631805419922
"12:19:09:48,6",52.60177993774414,21.8949031829834,50.588748931884766,1000.0758666992188,17.4502010345459
"12:19:09:48,7",52.60088348388672,21.90614891052246,50.58815383911133,1000.251708984375,17.451658248901367
"12:19:09:48,8",52.59955978393555,21.903898239135742,50.587501525878906,1000.13037109375,17.452390670776367
"12:19:09:48,9",52.597679138183594,21.903898239135742,50.586669921875,1000.0987548828125,17.450756072998047
"12:19:09:48,0",52.59575653076172,21.908395767211914,50.58611297607422,1000.10400390625,17.449687957763672
"12:19:09:48,1",52.593360900878906,21.901649475097656,50.58524703979492,1000.0846557617188,17.448638916015625
"12:19:09:48,2",52.590972900390625,21.892658233642578,50.58439254760742,1000.08642578125,17.44878387451172
"12:19:09:48,3",52.58778381347656,21.890411376953125,50.583045959472656,1000.21826171875,17.445261001586914
"12:19:09:48,4",52.58543395996094,21.89715003967285,50.5818977355957,1000.0934448242188,17.44614028930664
"12:19:09:48,5",52.58442687988281,21.8949031829834,50.58094787597656,1000.12158203125,17.44526481628418
"12:19:09:48,6",52.584625244140625,21.89715003967285,50.57984161376953,1000.2569580078125,17.446922302246094
"12:19:09:48,7",52.584320068359375,21.890411376953125,50.579044342041016,1000.0477905273438,17.44403076171875
"12:19:09:48,8",52.58224105834961,21.899402618408203,50.57816696166992,1000.2112426757812,17.445377349853516
"12:19:09:48,9",52.580833435058594,21.910642623901367,50.577301025390625,1000.0494995117188,17.4428653717041
"12:19:09:48,0",52.580230712890625,21.903898239135742,50.57680130004883,1000.07763671875,17.446321487426758
"12:19:09:48,1",52.58024215698242,21.903898239135742,50.5761604309082,1000.1339111328125,17.445600509643555
"12:19:09:48,2",52.58011245727539,21.899402618408203,50.57557678222656,1000.09521484375,17.445316314697266
"12:19:09:48,3",52.57969665527344,21.901649475097656,50.57480239868164,1000.0934448242188,17.444673538208008
"12:19:09:48,4",52.57898712158203,21.890411376953125,50.57379913330078,1000.2551879882812,17.445335388183594
"12:19:09:48,5",52.5780029296875,21.903898239135742,50.573360443115234,1000.2288208007812,17.444063186645508
"12:19:09:48,6",52.57657241821289,21.890411376953125,50.572818756103516,1000.1848754882812,17.443723678588867
"12:19:09:48,7",52.57551193237305,21.89715003967285,50.57204055786133,1000.1690673828125,17.442724227905273
"12:19:09:48,8",52.574466705322266,21.899402618408203,50.5712776184082,1000.2763061523438,17.442562103271484
"12:19:09:48,9",52.573150634765625,21.901649475097656,50.57052993774414,1000.225341796875,17.4411563873291
"12:19:09:48,0",52.571929931640625,21.89715003967285,50.569637298583984,1000.0442504882812,17.443458557128906
"12:19:09:48,1",52.570796966552734,21.90614891052246,50.56857681274414,1000.2639770507812,17.440027236938477
"12:19:09:48,2",52.56977844238281,21.901649475097656,50.567848205566406,1000.0565795898438,17.440092086791992
"12:19:09:48,3",52.56854248046875,21.901649475097656,50.566925048828125,1000.1075439453125,17.439987182617188
"12:19:09:48,4",52.567378997802734,21.899402618408203,50.565887451171875,1000.1268920898438,17.440372467041016
"12:19:09:48,5",52.566410064697266,21.903898239135742,50.56513595581055,1000.1110229492188,17.438148498535156
"12:19:09:48,6",52.565521240234375,21.885910034179688,50.56460189819336,1000.2499389648438,17.438262939453125
"12:19:09:48,7",52.564857482910156,21.8949031829834,50.56419372558594,1000.23583984375,17.440826416015625
"12:19:09:48,8",52.563899993896484,21.899402618408203,50.56378173828125,1000.198974609375,17.43854331970215
"12:19:09:48,9",52.56310272216797,21.8949031829834,50.56321334838867,1000.260498046875,17.437681198120117
"12:19:09:48,0",52.56240463256836,21.903898239135742,50.56256866455078,1000.1233520507812,17.44167137145996
"12:19:09:48,1",52.56150817871094,21.903898239135742,50.56285095214844,1000.0846557617188,17.448156356811523
"12:19:09:48,2",52.56110382080078,21.903898239135742,50.56522750854492,1000.2059936523438,17.45442008972168
"12:19:09:48,3",52.56126403808594,21.899402618408203,50.5681266784668,1000.1796264648438,17.457828521728516
"12:19:09:48,4",52.56181335449219,21.908395767211914,50.570804595947266,1000.269287109375,17.462894439697266
"12:19:09:48,5",52.56193923950195,21.903898239135742,50.572906494140625,1000.14794921875,17.464693069458008
"12:19:09:48,6",52.561485290527344,21.89715003967285,50.57501220703125,1000.2886352539062,17.466148376464844
"12:19:09:48,7",52.56040573120117,21.890411376953125,50.57735824584961,1000.304443359375,17.469989776611328
"12:19:09:48,8",52.559478759765625,21.89715003967285,50.579349517822266,1000.2745361328125,17.47079849243164
"12:19:09:48,9",52.5584716796875,21.890411376953125,50.58140563964844,1000.24462890625,17.471345901489258
"12:19:09:48,0",52.557193756103516,21.888158798217773,50.58279800415039,1000.216552734375,17.471227645874023
"12:19:09:48,1",52.55693054199219,21.901649475097656,50.58464431762695,1000.1866455078125,17.47206687927246
"12:19:09:48,2",52.55845642089844,21.89715003967285,50.58600997924805,1000.2481689453125,17.47165298461914
"12:19:09:48,3",52.559810638427734,21.901649475097656,50.58757781982422,1000.251708984375,17.473573684692383
"12:19:09:48,4",52.56025695800781,21.903898239135742,50.58895492553711,1000.2288208007812,17.474374771118164
"12:19:09:48,5",52.55982971191406,21.901649475097656,50.59040832519531,1000.269287109375,17.472932815551758
"12:19:09:48,6",52.559906005859375,21.90614891052246,50.59199905395508,1000.198974609375,17.4749755859375
"12:19:09:48,7",52.561073303222656,21.903898239135742,50.593994140625,1000.2991333007812,17.47402000427246
"12:19:09:48,8",52.56232452392578,21.8949031829834,50.59586715698242,1000.3079223632812,17.476499557495117
"12:19:09:48,9",52.56332778930664,21.890411376953125,50.59735870361328,1000.2763061523438,17.476734161376953
"12:19:09:48,0",52.56415557861328,21.885910034179688,50.598602294921875,1000.2833251953125,17.473804473876953
"12:19:09:48,1",52.56465148925781,21.890411376953125,50.6002082824707,1000.0266723632812,17.474132537841797
"12:19:09:48,2",52.564971923828125,21.899402618408203,50.601470947265625,1000.06884765625,17.474584579467773
"12:19:09:48,3",52.56509017944336,21.892658233642578,50.602783203125,1000.2393798828125,17.473758697509766
"12:19:09:48,4",52.56515121459961,21.90614891052246,50.603675842285156,1000.2376098632812,17.475605010986328
"12:19:09:48,5",52.56513977050781,21.89715003967285,50.60460662841797,1000.2393798828125,17.47259521484375
"12:19:09:48,6",52.56515121459961,21.903898239135742,50.60570526123047,1000.20068359375,17.475261688232422
"12:19:09:48,7",52.56513214111328,21.90614891052246,50.606258392333984,1000.2411499023438,17.47426414489746
"12:19:09:48,8",52.564918518066406,21.901649475097656,50.60660171508789,1000.2727661132812,17.47414779663086
"12:19:09:48,9",52.56494140625,21.890411376953125,50.607688903808594,1000.1339111328125,17.47357749938965
"12:19:09:48,0",52.56505584716797,21.90614891052246,50.608299255371094,1000.3430786132812,17.473461151123047
"12:19:09:48,1",52.5652961730957,21.888158798217773,50.60916519165039,1000.2938842773438,17.47463035583496
"12:19:09:48,2",52.56524658203125,21.888158798217773,50.610286712646484,1000.2024536132812,17.473806381225586
"12:19:09:48,3",52.565486907958984,21.8949031829834,50.611080169677734,1000.2305908203125,17.474111557006836
"12:19:09:48,4",52.5657844543457,21.892658233642578,50.612098693847656,1000.0723876953125,17.4719181060791
"12:19:09:48,5",52.565914154052734,21.89715003967285,50.612918853759766,1000.2587280273438,17.4708194732666
"12:19:09:48,6",52.566192626953125,21.892658233642578,50.61336135864258,1000.260498046875,17.47096824645996
"12:19:09:48,7",52.56626510620117,21.899402618408203,50.614009857177734,1000.1514892578125,17.469484329223633
"12:19:09:48,8",52.56645202636719,21.8949031829834,50.614444732666016,1000.1954345703125,17.470970153808594
"12:19:09:48,9",52.566444396972656,21.890411376953125,50.61494064331055,1000.0618286132812,17.47178077697754
"12:19:09:48,0",52.566070556640625,21.89715003967285,50.61537551879883,1000.2393798828125,17.47128677368164
"12:19:09:48,1",52.565677642822266,21.888158798217773,50.615745544433594,1000.2675170898438,17.469051361083984
"12:19:09:48,2",52.56495666503906,21.892658233642578,50.61628341674805,1000.1181030273438,17.47025489807129
"12:19:09:48,3",52.563804626464844,21.890411376953125,50.616939544677734,1000.0811767578125,17.471424102783203
"12:19:09:48,5",52.56220245361328,21.8949031829834,50.617427825927734,1000.06005859375,17.469684600830078
"12:19:09:48,6",52.56058120727539,21.881412506103516,50.61762237548828,1000.0653686523438,17.467132568359375
"12:19:09:48,7",52.55927276611328,21.899402618408203,50.61765670776367,1000.25341796875,17.467378616333008
"12:19:09:48,8",52.558048248291016,21.908395767211914,50.61785125732422,1000.0794067382812,17.469066619873047
"12:19:09:48,9",52.55845260620117,21.91289520263672,50.61804962158203,1000.0917358398438,17.46675682067871
"12:19:09:48,0",52.55972671508789,21.899402618408203,50.61832046508789,1000.1181030273438,17.466102600097656
"12:19:09:48,1",52.560089111328125,21.903898239135742,50.61848831176758,1000.15673828125,17.468265533447266
"12:19:09:48,2",52.55916213989258,21.901649475097656,50.6184196472168,1000.190185546875,17.46640396118164
"12:19:09:48,3",52.55839920043945,21.8949031829834,50.618743896484375,1000.1444702148438,17.46360969543457
"12:19:09:48,4",52.55869674682617,21.892658233642578,50.61883544921875,1000.304443359375,17.46331214904785
"12:19:09:48,5",52.55961608886719,21.892658233642578,50.61897659301758,1000.13916015625,17.466264724731445
"12:19:09:48,6",52.56064987182617,21.890411376953125,50.61933517456055,1000.1022338867188,17.464067459106445
"12:19:09:48,7",52.56098556518555,21.890411376953125,50.61964797973633,1000.20947265625,17.462642669677734
"12:19:09:48,8",52.56110382080078,21.908395767211914,50.61996841430664,1000.1672973632812,17.46661949157715
"12:19:09:48,9",52.5611572265625,21.89715003967285,50.62028884887695,1000.0354614257812,17.464372634887695
"12:19:09:48,0",52.56072235107422,21.90614891052246,50.62049865722656,1000.0723876953125,17.465425491333008
"12:19:09:48,1",52.560359954833984,21.910642623901367,50.620853424072266,1000.0758666992188,17.465190887451172
"12:19:09:48,2",52.560279846191406,21.89715003967285,50.62104034423828,1000.1163330078125,17.46361541748047
"12:19:09:48,3",52.559791564941406,21.901649475097656,50.62122344970703,1000.08642578125,17.465301513671875
"12:19:09:48,4",52.559303283691406,21.89715003967285,50.621238708496094,1000.0548095703125,17.4632625579834
"12:19:09:48,5",52.55903625488281,21.89715003967285,50.62202453613281,1000.1005249023438,17.462081909179688
"12:19:09:48,6",52.55851745605469,21.903898239135742,50.62213897705078,1000.1620483398438,17.4612979888916
"12:19:09:48,7",52.558250427246094,21.8949031829834,50.62233352661133,1000.13037109375,17.46090316772461
"12:19:09:48,8",52.557926177978516,21.8949031829834,50.6225700378418,1000.1708374023438,17.461885452270508
"12:19:09:48,9",52.55775451660156,21.8949031829834,50.622718811035156,1000.0653686523438,17.464614868164062
"12:19:09:48,0",52.557640075683594,21.908395767211914,50.62278747558594,1000.0442504882812,17.463912963867188
"12:19:09:48,1",52.557437896728516,21.910642623901367,50.62295913696289,1000.1356811523438,17.465858459472656
"12:19:09:48,2",52.557373046875,21.908395767211914,50.623085021972656,1000.0494995117188,17.4637451171875
"12:19:09:48,3",52.55740737915039,21.903898239135742,50.623085021972656,1000.1093139648438,17.465452194213867
"12:19:09:48,4",52.557491302490234,21.901649475097656,50.62310028076172,1000.1057739257812,17.468557357788086
"12:19:09:48,5",52.557437896728516,21.90614891052246,50.62310028076172,1000.0758666992188,17.463428497314453
"12:19:09:48,6",52.557003021240234,21.888158798217773,50.62334442138672,1000.251708984375,17.460832595825195
"12:19:09:48,7",52.556514739990234,21.8949031829834,50.62324523925781,1000.0969848632812,17.462574005126953
"12:19:09:48,8",52.5560188293457,21.892658233642578,50.623165130615234,1000.1778564453125,17.464948654174805
"12:19:09:48,9",52.55507278442383,21.903898239135742,50.623111724853516,1000.1339111328125,17.463382720947266
"12:19:09:48,0",52.553794860839844,21.892658233642578,50.62340545654297,1000.1602783203125,17.460655212402344
"12:19:09:48,1",52.55190658569336,21.90614891052246,50.62344741821289,1000.2218017578125,17.455902099609375
"12:19:09:48,2",52.55057144165039,21.910642623901367,50.62297058105469,1000.0372314453125,17.48812484741211
"12:19:09:48,3",52.54880142211914,21.908395767211914,50.62266159057617,1000.0477905273438,17.487041473388672
"12:19:09:48,4",52.54728698730469,21.8949031829834,50.62238693237305,1000.2850952148438,17.47606658935547
"12:19:09:48,5",52.54689025878906,21.910642623901367,50.622257232666016,1000.06884765625,17.462860107421875
"12:19:09:48,6",52.547752380371094,21.899402618408203,50.621952056884766,1000.2991333007812,17.457290649414062
"12:19:09:48,7",52.54864501953125,21.90614891052246,50.62160873413086,1000.2551879882812,17.456981658935547
"12:19:09:48,8",52.547855377197266,21.885910034179688,50.62130355834961,1000.242919921875,17.453453063964844
"12:19:09:48,9",52.546382904052734,21.899402618408203,50.62112808227539,1000.2481689453125,17.455747604370117
"12:19:09:48,0",52.54619598388672,21.90614891052246,50.62067794799805,1000.2463989257812,17.44479751586914
"12:19:09:48,1",52.5465202331543,21.892658233642578,50.62053298950195,1000.119873046875,17.467866897583008
"12:19:09:48,2",52.547119140625,21.901649475097656,50.62007522583008,1000.119873046875,17.445358276367188
"12:19:09:48,3",52.54752731323242,21.90614891052246,50.61964797973633,1000.1110229492188,17.44818687438965
"12:19:09:48,4",52.54740905761719,21.91289520263672,50.61952590942383,1000.2024536132812,17.44948959350586
"12:19:09:48,5",52.547176361083984,21.90614891052246,50.61674118041992,1000.1620483398438,17.4490966796875
"12:19:09:48,6",52.54672622680664,21.8949031829834,50.6159782409668,1000.295654296875,17.462312698364258
"12:19:09:48,7",52.54620361328125,21.91289520263672,50.615535736083984,1000.3096923828125,17.693660736083984
"12:19:09:48,8",52.545719146728516,21.90614891052246,50.61555480957031,1000.1057739257812,17.7593994140625
"12:19:09:48,9",52.54536819458008,21.8949031829834,50.6154899597168,1000.2675170898438,17.836029052734375
"12:19:09:48,0",52.545345306396484,21.901649475097656,50.61620330810547,1000.2463989257812,17.840482711791992
"12:19:09:48,1",52.545188903808594,21.89715003967285,50.617431640625,1000.2622680664062,17.856874465942383
"12:19:09:48,2",52.54525375366211,21.901649475097656,50.61907958984375,1000.225341796875,17.82799530029297
"12:19:09:48,3",52.545631408691406,21.901649475097656,50.620113372802734,1000.25341796875,17.72925567626953
"12:19:09:48,4",52.54600524902344,21.90614891052246,50.62128829956055,1000.278076171875,17.734975814819336
"12:19:09:48,5",52.54657745361328,21.908395767211914,50.622440338134766,1000.269287109375,17.705629348754883
"12:19:09:48,6",52.54703140258789,21.90614891052246,50.62383270263672,1000.07763671875,17.69013786315918
"12:19:09:48,7",52.547813415527344,21.90614891052246,50.62540054321289,1000.2815551757812,17.65558624267578
"12:19:09:48,8",52.5484504699707,21.90614891052246,50.62702178955078,1000.1514892578125,17.63029670715332
"12:19:09:48,9",52.54890823364258,21.908395767211914,50.628604888916016,1000.1356811523438,17.609346389770508
"12:19:09:48,0",52.54936218261719,21.901649475097656,50.630043029785156,1000.3079223632812,17.44134521484375
"12:19:09:48,1",52.54988098144531,21.89715003967285,50.63156509399414,1000.2815551757812,17.253677368164062
"12:19:09:48,2",52.550209045410156,21.890411376953125,50.63232421875,1000.2657470703125,17.17349624633789
"12:19:09:48,3",52.5501708984375,21.892658233642578,50.63277053833008,1000.2411499023438,17.210744857788086
"12:19:09:48,4",52.549827575683594,21.901649475097656,50.632999420166016,1000.2288208007812,17.20594596862793
"12:19:09:48,5",52.549163818359375,21.89715003967285,50.63344955444336,1000.2657470703125,17.15808868408203
"12:19:09:48,6",52.54825973510742,21.90614891052246,50.633262634277344,1000.2499389648438,17.280521392822266
"12:19:09:48,7",52.5466194152832,21.903898239135742,50.63322448730469,1000.14794921875,17.326431274414062
"12:19:09:48,8",52.54499435424805,21.910642623901367,50.63329315185547,1000.251708984375,17.35642433166504
"12:19:09:48,9",52.543514251708984,21.908395767211914,50.63279342651367,1000.1848754882812,17.37959098815918
"12:19:09:48,0",52.54182052612305,21.915142059326172,50.63249206542969,1000.2745361328125,17.401762008666992
"12:19:09:48,1",52.54109573364258,21.908395767211914,50.63182067871094,1000.1427001953125,17.404720306396484
"12:19:09:48,2",52.541603088378906,21.89715003967285,50.631404876708984,1000.137451171875,17.409271240234375
"12:19:09:48,3",52.54256820678711,21.89715003967285,50.63058090209961,1000.304443359375,17.404354095458984
"12:19:09:48,4",52.54226303100586,21.8949031829834,50.62980270385742,1000.269287109375,17.396757125854492
"12:19:09:48,5",52.5406608581543,21.908395767211914,50.62910461425781,1000.2235717773438,17.387418746948242
"12:19:09:48,6",52.539955139160156,21.903898239135742,50.62840270996094,1000.23583984375,17.386280059814453
"12:19:09:48,7",52.54014587402344,21.899402618408203,50.62781524658203,1000.2569580078125,17.353342056274414
"12:19:09:48,8",52.540523529052734,21.908395767211914,50.627079010009766,1000.2798461914062,17.380504608154297
"12:19:09:48,9",52.5409049987793,21.90614891052246,50.62628936767578,1000.2481689453125,17.38001823425293
"12:19:09:48,0",52.54084014892578,21.901649475097656,50.625457763671875,1000.20947265625,17.400712966918945
"12:19:09:48,1",52.54039001464844,21.915142059326172,50.62489318847656,1000.2112426757812,17.409137725830078
"12:19:09:48,2",52.539981842041016,21.910642623901367,50.62438201904297,1000.2551879882812,17.403362274169922
"12:19:09:48,3",52.53932571411133,21.89715003967285,50.62437057495117,1000.2798461914062,17.40552520751953
"12:19:09:48,4",52.538536071777344,21.8949031829834,50.62388229370117,1000.2938842773438,17.397472381591797
"12:19:09:48,5",52.53782272338867,21.89715003967285,50.622928619384766,1000.304443359375,17.408172607421875
"12:19:09:48,6",52.5371208190918,21.892658233642578,50.6225700378418,1000.2921142578125,17.406171798706055
"12:19:09:48,7",52.53638458251953,21.8949031829834,50.622257232666016,1000.0178833007812,17.429967880249023
"12:19:09:48,8",52.535926818847656,21.89715003967285,50.6215934753418,1000.2411499023438,17.431447982788086
"12:19:09:48,9",52.535396575927734,21.899402618408203,50.62100601196289,1000.2499389648438,17.42544937133789
"12:19:09:48,0",52.535057067871094,21.903898239135742,50.620113372802734,1000.09521484375,17.402557373046875
"12:19:09:48,1",52.534423828125,21.903898239135742,50.619136810302734,1000.1514892578125,17.437768936157227
"12:19:09:48,2",52.53422927856445,21.908395767211914,50.61835479736328,1000.20947265625,17.4346866607666
"12:19:09:48,3",52.533687591552734,21.89715003967285,50.617706298828125,1000.2130126953125,17.431283950805664
"12:19:09:48,4",52.53335952758789,21.910642623901367,50.61730194091797,1000.2393798828125,17.434524536132812
"12:19:09:48,5",52.53285217285156,21.8949031829834,50.61671829223633,1000.1268920898438,17.475191116333008
"12:19:09:48,6",52.53245162963867,21.89715003967285,50.616180419921875,1000.13037109375,17.45148468017578
"12:19:09:48,7",52.53207778930664,21.890411376953125,50.61526870727539,1000.3026733398438,17.439376831054688
"12:19:09:48,8",52.53139877319336,21.8949031829834,50.615013122558594,1000.04248046875,17.447309494018555
"12:19:09:48,9",52.530609130859375,21.899402618408203,50.613983154296875,1000.2393798828125,17.432723999023438
"12:19:09:48,1",52.529788970947266,21.89715003967285,50.613136291503906,1000.2481689453125,17.427724838256836
"12:19:09:48,2",52.52838134765625,21.901649475097656,50.6121711730957,1000.0442504882812,17.394075393676758
"12:19:09:48,3",52.526641845703125,21.901649475097656,50.611270904541016,1000.2569580078125,17.379867553710938
"12:19:09:48,4",52.52479934692383,21.908395767211914,50.61000061035156,1000.1321411132812,17.397174835205078
"12:19:09:48,5",52.52247619628906,21.903898239135742,50.60905838012695,1000.1409301757812,17.45193099975586
"12:19:09:48,6",52.520347595214844,21.915142059326172,50.60837173461914,1000.2147827148438,17.47874641418457
"12:19:09:48,7",52.51769256591797,21.8949031829834,50.60731887817383,1000.1093139648438,17.480791091918945
"12:19:09:48,8",52.51613998413086,21.8949031829834,50.6067008972168,1000.0934448242188,17.492876052856445
"12:19:09:48,9",52.51613998413086,21.892658233642578,50.60596466064453,1000.2991333007812,17.479537963867188
"12:19:09:48,0",52.516754150390625,21.892658233642578,50.60513687133789,1000.0460205078125,17.446462631225586
"12:19:09:48,1",52.516990661621094,21.892658233642578,50.60432434082031,1000.1954345703125,17.4357852935791
"12:19:09:48,2",52.51504135131836,21.89715003967285,50.60301971435547,1000.0354614257812,17.43166732788086
"12:19:09:48,3",52.5139274597168,21.899402618408203,50.60203170776367,1000.0196533203125,17.449893951416016
"12:19:09:48,4",52.513336181640625,21.908395767211914,50.60118103027344,1000.0302124023438,17.45645523071289
"12:19:09:48,5",52.51334762573242,21.910642623901367,50.60060501098633,1000.0794067382812,17.451997756958008
"12:19:09:48,6",52.513526916503906,21.90614891052246,50.599552154541016,1000.1022338867188,17.428606033325195
"12:19:09:48,7",52.51351547241211,21.899402618408203,50.59918212890625,1000.0758666992188,17.40561294555664
"12:19:09:48,8",52.51335525512695,21.903898239135742,50.59882354736328,1000.19189453125,17.386966705322266
"12:19:09:48,9",52.51298522949219,21.89715003967285,50.59809112548828,1000.0741577148438,17.376113891601562
"12:19:09:48,0",52.51199722290039,21.899402618408203,50.59784698486328,1000.12158203125,17.3652400970459
"12:19:09:48,1",52.5110969543457,21.899402618408203,50.59700012207031,1000.1321411132812,17.37689971923828
"12:19:09:48,2",52.51030349731445,21.90614891052246,50.595821380615234,1000.0618286132812,17.355266571044922
"12:19:09:48,3",52.50920104980469,21.89715003967285,50.59492111206055,1000.0407104492188,17.344221115112305
"12:19:09:48,4",52.50822830200195,21.8949031829834,50.59379959106445,1000.1796264648438,17.33487892150879
"12:19:09:48,5",52.50729751586914,21.908395767211914,50.592594146728516,1000.03369140625,17.336801528930664
"12:19:09:48,6",52.50642776489258,21.903898239135742,50.5914306640625,1000.0214233398438,17.33159637451172
"12:19:09:48,7",52.505577087402344,21.90614891052246,50.59034729003906,1000.0565795898438,17.3187313079834
"12:19:09:48,8",52.50449752807617,21.90614891052246,50.589019775390625,1000.0794067382812,17.29961585998535
"12:19:09:48,9",52.50340270996094,21.901649475097656,50.58799362182617,1000.1497192382812,17.284238815307617
"12:19:09:48,0",52.50231170654297,21.908395767211914,50.5864372253418,1000.0670776367188,17.27968406677246
"12:19:09:48,1",52.501644134521484,21.901649475097656,50.584842681884766,1000.1022338867188,17.27362060546875
"12:19:09:48,2",52.5006103515625,21.89715003967285,50.583274841308594,1000.2587280273438,17.272626876831055
"12:19:09:48,3",52.4996223449707,21.89715003967285,50.58154296875,1000.1110229492188,17.291675567626953
"12:19:09:48,4",52.49855041503906,21.8949031829834,50.5800666809082,1000.07763671875,17.312532424926758
"12:19:09:48,5",52.49741744995117,21.8949031829834,50.5786247253418,1000.172607421875,17.320602416992188
"12:19:09:48,6",52.49622344970703,21.901649475097656,50.57680130004883,1000.0530395507812,17.318363189697266
"12:19:09:48,7",52.49469757080078,21.915142059326172,50.57527542114258,1000.02490234375,17.319215774536133
"12:19:09:48,8",52.492958068847656,21.917388916015625,50.57384490966797,1000.0494995117188,17.33237648010254
"12:19:09:48,9",52.4911003112793,21.903898239135742,50.572113037109375,1000.1181030273438,17.338407516479492
"12:19:09:48,0",52.48846435546875,21.899402618408203,50.57044982910156,1000.3009033203125,17.32600212097168
"12:19:09:48,1",52.4857177734375,21.90614891052246,50.56880187988281,1000.1075439453125,17.33378791809082
"12:19:09:48,2",52.4829216003418,21.901649475097656,50.566810607910156,1000.1848754882812,17.33748435974121
"12:19:09:48,3",52.480072021484375,21.899402618408203,50.564456939697266,1000.1954345703125,17.343029022216797
"12:19:09:48,4",52.47762680053711,21.899402618408203,50.562252044677734,1000.190185546875,17.35750961303711
"12:19:09:48,5",52.47612762451172,21.908395767211914,50.56037902832031,1000.14794921875,17.38397979736328
"12:19:09:48,6",52.47589874267578,21.908395767211914,50.55852508544922,1000.0917358398438,17.39311408996582
"12:19:09:48,7",52.47532653808594,21.8949031829834,50.556880950927734,1000.146240234375,17.390798568725586
"12:19:09:48,8",52.4735107421875,21.915142059326172,50.55488204956055,1000.0354614257812,17.410911560058594
"12:19:09:48,9",52.471046447753906,21.910642623901367,50.55308532714844,1000.0302124023438,17.386018753051758
